DOCTECH_numero;Designation;Maturity;n;total;riesgo;ELTDEC_numero;ELTDEC_designation;FAM_code;FCT_numero;FCT_nature;FCT_designation;FCT_BE_resp;VAR_numero;VAR_type;VAR_argument_produit_1;VAR_argument_produit_2;VAR_prix_previ;VAR_masse_previ;SOL_numero;SOL_site_production;SOL_sce;SOL_appariement;ESO_numero;ESO_etat;ESO_num_appro;ESO_date_histo;ESO_num_PG;ESO_commonalite;ESO_commentaire;ESO_designation_PG;ESO_code_SH;ESO_fourn_pilote;ESO_type_concur;ESO_mas_prob;ESO_mas_recy;ESO_risque;ESO_ecart_mas1;ESO_ecart_mas2;ESO_potentiel;ESO_coef;ESO_design_dos_fct;ESO_BE_resp;ESO_indice_dos_fct;AFU_int_site;AFU_int_sce;AFU_int_validite;AFU_ext_site;AFU_ext_sce;AFU_ext_validite;ECO_statut;ECO_sol_ext;ECO_parallel_set_cod;ECO_commentaire;PIE_numero;PIE_designation;PIE_type;PIE_BE_resp;PIE_sce_gest;PIE_sce_colead;PIE_ldr_conception;PIE_Nis_pie_numero;PIE_unite;AFF_POI_site;AFF_POI_sce;AFF_POI_validite;AFF_POE_site;AFF_POE_sce;AFF_POE_validite;AFF_uti_SIGNE;AFF_uti_G2B;PIE_cod_RSE;PIE_vital_part;PIE_code_nature;PIE_code_techno;PIE_sct_ach;PIE_fournisseur;PIE_cod_fab;PIE_source;PIE_gest_MDS;PIE_prix_std;PIE_prix_hors_amort;PIE_inducteur1;PIE_inducteur2;PIE_creation_comment;PIE_gest_PPU;PIE_maj_PPU;PIEIND_indice;PIEIND_statut;PIEIND_Dernier_indice;PIEIND_Dernier_statut;PIEIND_marquage_pays;PIEIND_masse;PIEIND_type_masse;PIEIND_nuance_protection;PIEIND_epaisseur;PIEIND_typologie;DOCTECH_BE_resp;DOCTECH_type;DOCTECH_indice;DOCTECH_indice_mineur;DOCTECH_flag_nis;perimetro
8201433537;CABLAGE PORTE AR;Validated; 3; 3;0,0000000;91;SYSTEMES DISTRIBUTION ELECTRIQUE;X79;F16239;Fonction;CABLAGE PORTE AR D;Renault;25;Projet;PH2 AMERIQUE - H79 ET U79;NA;NA;NA; 3;NA;0RDBA;NA; 1;Valide;NA;26/09/2017;F16239/AA;NA;NA;CABLAGE PORTE AR D;NA;NA;Fournisseur;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;OCM;0RDBA;Officielle;NA;NA;NA;BE;NA;NA;NA;241268697R;CABLAGE PORTE AR;PIE;Renault;0RDBA;NA;Renault;NA;PCE Pièce, Unité;NA;NA;NA;EXT;0RDBA;Officielle;OCM;NA;---;NA;-;WAZ;NA;YAZAKI CIEMEL S A;77;NA;Oui;NA;NA;Industrialisation - Capacitaire et Sourcings;Changement de fournisseur;NA;NA;NA;--C;BE;--C;BE;NA; 0,070;Pesée pièce proto;NA;NA;Plan de définition obligatoire;Renault;Plan;--G; 8;NA;91 - SYSTEMES DISTRIBUTION ELECTRIQUE
8201477248;CLIMATISEUR CA MNL;Refused; 5; 8;0,6250000;52;CHAUFFAGE - CLIMATISATION;X79;F10093;Fonction;BOITIER DE CA;Renault;13;Projet;PH1 H79 DD APL03;NA;NA;NA; 3;MOP;0M000;NA; 1;Valide;NA;23/01/2015;F10093/AA;NA;NA;BLOC DE CHAUFFAGE ET CLIMATISATION;NA;NA;Fournisseur;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;MOP;0M000;Officielle;NA;NA;NA;BE;NA;NA;NA;272702404R;CLIMATISEUR CA MNL;PIE;Renault;0M000;NA;Renault;NA;PCE Pièce, Unité;NA;NA;NA;EXT;0M000;Officielle;MOP;NA;R-E;NA;-;WHR;NA;VALEO SISTEME TERMICE SRL;X5;NA;Oui;NA;NA;Prestations Véhicules et Organes;Résolution pb Qualité - Fiab / LUP QC / SdF / SGP;NA;NA;NA;--C;BE;--C;BE;NA; 6,926;Pesée pièce série;NA;NA;Plan et Num 3D obligatoires;Renault;Plan;--C;11;NA;52 - CHAUFFAGE - CLIMATISATION
8201482054;CABLAGE MOTEUR;Validated; 2; 2;0,0000000;91;SYSTEMES DISTRIBUTION ELECTRIQUE;X52;F16926;Fonction;CABLAGE MOTEUR H;Renault;50;Projet;X52 H4MK*432 RUSSIE RES;NA;NA;NA; 4;NA;0M000;NA; 1;Valide;NA;10/05/2017;F16926/AA;NA;NA;CABLAGE MOTEUR H;NA;NA;Fournisseur;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;TOA;0M000;Officielle;NA;NA;NA;BE;NA;NA;NA;240118798R;CABLAGE MOTEUR;PIE;Renault;0M000;NA;Renault;NA;PCE Pièce, Unité;NA;NA;NA;EXT;0M000;Officielle;TOA;NA;---;NA;-;NA;NA;LEONI RUS OOO;WU;NA;Oui;NA;NA;Inducteurs Spécifiques;Raison Eco / LUP ECO;NA;NA;NA;--C;BE;--C;BE;NA; 1,849;Calculée;NA;NA;Plan de définition obligatoire;Renault;Plan;--K;16;NA;91 - SYSTEMES DISTRIBUTION ELECTRIQUE
8201482054;CABLAGE MOTEUR H4M;Validated; 1; 1;0,0000000;91;SYSTEMES DISTRIBUTION ELECTRIQUE;X52;F16926;Fonction;CABLAGE MOTEUR H;Renault;50;Projet;X52 H4MK*432 RUSSIE RES;NA;NA;NA; 4;NA;0M000;NA; 1;Valide;NA;10/05/2017;F16926/AA;NA;NA;CABLAGE MOTEUR H;NA;NA;Fournisseur;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;TOA;0M000;Officielle;NA;NA;NA;BE;NA;NA;NA;240118798R;CABLAGE MOTEUR;PIE;Renault;0M000;NA;Renault;NA;PCE Pièce, Unité;NA;NA;NA;EXT;0M000;Officielle;TOA;NA;---;NA;-;NA;NA;LEONI RUS OOO;WU;NA;Oui;NA;NA;Inducteurs Spécifiques;Raison Eco / LUP ECO;NA;NA;NA;--C;BE;--C;BE;NA; 1,849;Calculée;NA;NA;Plan de définition obligatoire;Renault;Plan;--K;16;NA;91 - SYSTEMES DISTRIBUTION ELECTRIQUE
8201482515;CABLAGE AR;Validated; 1; 1;0,0000000;91;SYSTEMES DISTRIBUTION ELECTRIQUE;XHA;F12068;Fonction;CABLAGE AR;Renault;18;Projet;HHA MY 2017 SOP02C;NA;NA;NA; 1;NA;0RDBA;NA; 1;Valide;NA;20/03/2017;F12068/AC;NA;NA;CABLAGE AR;NA;NA;Fournisseur;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;ORU;0RDBA;Officielle;NA;NA;NA;BE;NA;NA;NA;241633465R;CABLAGE AR;PIE;Renault;0RDBA;NA;Renault;NA;PCE Pièce, Unité;NA;NA;NA;EXT;0RDBA;Officielle;ORU;NA;---;NA;-;WAZ;NA;LEONI RUS OOO;JT;NA;Oui;NA;NA;Design - Montée en Gamme - Teintes;Version dérivée ou série limitée;NA;NA;NA;--A;BE;--A;BE;NA; 1,695;Pesée pièce série;NA;NA;Plan de définition obligatoire;Renault;Plan;--F; 6;NA;91 - SYSTEMES DISTRIBUTION ELECTRIQUE
8201482521;CABLAGE AR;Validated; 1; 1;0,0000000;91;SYSTEMES DISTRIBUTION ELECTRIQUE;XHA;F12068;Fonction;CABLAGE AR;Renault;3;Projet;HHA BRESIL SOP02;NA;NA;NA; 2;NA;0RDBA;NA; 1;Valide;NA;27/01/2017;F12068/AC;NA;NA;CABLAGE AR;NA;NA;Fournisseur;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;UAS;0RDBA;Officielle;NA;NA;NA;BE;NA;NA;NA;241632153R;CABLAGE AR;PIE;Renault;0RDBA;NA;Renault;NA;PCE Pièce, Unité;NA;NA;NA;EXT;0RDBA;Officielle;UAS;NA;---;NA;-;WAZ;NA;YAZAKI PARAGUAY S.R.L;2X;NA;Oui;NA;NA;Design - Montée en Gamme - Teintes;Version dérivée ou série limitée;NA;NA;NA;--A;BE;--A;BE;NA; 1,695;Pesée pièce série;NA;NA;Plan de définition obligatoire;Renault;Plan;--F;10;NA;91 - SYSTEMES DISTRIBUTION ELECTRIQUE
8201482523;CABLAGE PORTE CONDUCTEUR;Validated; 3; 3;0,0000000;91;SYSTEMES DISTRIBUTION ELECTRIQUE;XHA;F16236;Fonction;CABLAGE PORTE AV G;Renault;2;Projet;HHA RUSSIE SOP03;NA;NA;NA; 1;NA;0M000;NA; 1;Valide;NA;05/12/2014;F16236/AA;NA;NA;CABLAGE PORTE AV G;NA;NA;Fournisseur;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;ORU;0M000;Officielle;NA;NA;NA;BE;NA;NA;NA;241244250R;CABLAGE PORTE CONDUCTEUR;PIE;Renault;0M000;NA;Renault;NA;PCE Pièce, Unité;NA;NA;NA;EXT;0M000;Officielle;ORU;NA;---;NA;-;NA;NA;LEONI RUS OOO;WR;NA;Oui;NA;NA;Design - Montée en Gamme - Teintes;Nouvelle famille véhicule (hors Standardisation);NA;NA;NA;--E;BE;--E;BE;NA; 0,191;Pesée pièce série;NA;NA;Plan de définition obligatoire;Renault;Plan;--G; 7;NA;91 - SYSTEMES DISTRIBUTION ELECTRIQUE
8201482529;CABLAGE PORTE CONDUCTEUR;Validated; 2; 2;0,0000000;91;SYSTEMES DISTRIBUTION ELECTRIQUE;XHA;F16236;Fonction;CABLAGE PORTE AV G;Renault;3;Projet;HHA BRESIL SOP02C;NA;NA;NA; 1;NA;0M000;NA; 1;Valide;NA;29/01/2015;F16236/AA;NA;NA;CABLAGE PORTE AV G;NA;NA;Fournisseur;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;UAS;0M000;Officielle;NA;NA;NA;BE;NA;NA;NA;241241408R;CABLAGE PORTE CONDUCTEUR;PIE;Renault;0M000;NA;Renault;NA;PCE Pièce, Unité;NA;NA;NA;EXT;0M000;Officielle;UAS;NA;---;NA;-;NA;NA;YAZAKI PARAGUAY S.R.L;VD;NA;Oui;NA;NA;Industrialisation - Capacitaire et Sourcings;Nouvelle industrialisation / Intégration locale;NA;NA;NA;--C;BE;--C;BE;NA; 0,191;Pesée pièce série;NA;NA;Plan de définition obligatoire;Renault;Plan;--E; 9;NA;91 - SYSTEMES DISTRIBUTION ELECTRIQUE
8201482531;CABLAGE PORTE PASSAGER;Validated; 3; 3;0,0000000;91;SYSTEMES DISTRIBUTION ELECTRIQUE;XHA;F16237;Fonction;CABLAGE PORTE AV D;Renault;2;Projet;HHA SOP03;NA;NA;NA; 1;NA;0M000;NA; 1;Valide;NA;05/12/2014;F16237/AA;NA;NA;CABLAGE PORTE AV D;NA;NA;Fournisseur;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;ORU;0M000;Officielle;NA;NA;NA;BE;NA;NA;NA;241255024R;CABLAGE PORTE PASSAGER;PIE;Renault;0M000;NA;Renault;NA;PCE Pièce, Unité;NA;NA;NA;EXT;0M000;Officielle;ORU;NA;---;NA;-;WAZ;NA;LEONI RUS OOO;8W;NA;Oui;NA;NA;Design - Montée en Gamme - Teintes;Nouvelle famille véhicule (hors Standardisation);NA;NA;NA;--E;BE;--E;BE;NA; 0,200;Calculée;NA;NA;Plan de définition obligatoire;Renault;Plan;--G; 7;NA;91 - SYSTEMES DISTRIBUTION ELECTRIQUE
8201482537;CABLAGE PORTE PASSAGER;Validated; 2; 2;0,0000000;91;SYSTEMES DISTRIBUTION ELECTRIQUE;XHA;F16237;Fonction;CABLAGE PORTE AV D;Renault;4;Projet;HHA BRESIL SOP03C;NA;NA;NA; 1;NA;0M000;NA; 1;Valide;NA;29/01/2015;F16237/AA;NA;NA;CABLAGE PORTE AV D;NA;NA;Fournisseur;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;UAS;0M000;Officielle;NA;NA;NA;BE;NA;NA;NA;241257965R;CABLAGE PORTE PASSAGER;PIE;Renault;0M000;NA;Renault;NA;PCE Pièce, Unité;NA;NA;NA;EXT;0M000;Officielle;UAS;NA;---;NA;-;WAZ;NA;YAZAKI PARAGUAY S.R.L;8B;NA;Oui;NA;NA;Industrialisation - Capacitaire et Sourcings;Nouvelle industrialisation / Intégration locale;NA;NA;NA;--C;BE;--C;BE;NA; 0,200;Pesée pièce série;NA;NA;Plan de définition obligatoire;Renault;Plan;--E; 8;NA;91 - SYSTEMES DISTRIBUTION ELECTRIQUE
8201482545;CABLAGE PORTE AR G;Validated; 2; 2;0,0000000;91;SYSTEMES DISTRIBUTION ELECTRIQUE;XHA;F16239;Fonction;CABLAGE PORTE AR D;Renault;3;Projet;HHA BRESIL;NA;NA;NA; 2;NA;0M000;NA; 1;Valide;NA;30/01/2015;F16239/AA;NA;NA;CABLAGE PORTE AR D;NA;NA;Fournisseur;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;UAS;0M000;Officielle;NA;NA;NA;BE;NA;NA;NA;241260963R;CABLAGE PORTE AR D;PIE;Renault;0M000;NA;Renault;NA;PCE Pièce, Unité;NA;NA;NA;EXT;0M000;Officielle;UAS;NA;---;NA;-;WAZ;NA;YAZAKI PARAGUAY S.R.L;LS;NA;Oui;NA;NA;Industrialisation - Capacitaire et Sourcings;Nouvelle industrialisation / Intégration locale;NA;NA;NA;--D;BE;--D;BE;NA; 0,500;Pesée pièce série;NA;NA;Plan de définition obligatoire;Renault;Plan;--F;10;NA;91 - SYSTEMES DISTRIBUTION ELECTRIQUE
8201482558;CABLAGE BOUCLIER AV;Validated; 1; 1;0,0000000;91;SYSTEMES DISTRIBUTION ELECTRIQUE;XHA;F10119;Fonction;CABLAGE BOUCLIER AVANT;Renault;4;Projet;HHA BRESIL EA2, EA3;NA;NA;NA; 1;NA;0M000;NA; 1;Valide;NA;30/01/2015;F10119/AA;NA;NA;CABLAGE BOUCLIER AV;NA;NA;Fournisseur;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;UAS;0RDBA;Officielle;NA;NA;NA;BE;NA;NA;NA;240707178R;CABLAGE BOUCLIER AV;PIE;Renault;0M000;NA;Renault;NA;PCE Pièce, Unité;NA;NA;NA;EXT;0M000;Officielle;UAS,EXT;NA;---;NA;-;WAZ;NA;YAZAKI PARAGUAY S.R.L;NY;NA;Oui;NA;NA;Industrialisation - Capacitaire et Sourcings;Nouvelle industrialisation / Intégration locale;NA;NA;NA;--B;BE;--B;BE;NA; 0,070;Pesée pièce série;NA;NA;Plan de définition obligatoire;Renault;Plan;--D; 8;NA;91 - SYSTEMES DISTRIBUTION ELECTRIQUE
8201482565;CABLAGE BOUCLIER AR;Validated; 1; 1;0,0000000;91;SYSTEMES DISTRIBUTION ELECTRIQUE;XHA;F16568;Fonction;CABLAGE BOUCLIER AR;Renault;3;Projet;HHA BRESIL EA1;NA;NA;NA; 3;NA;0RDBA;NA; 1;Valide;NA;21/02/2017;F16568/AA;NA;NA;CABLAGE BOUCLIER AR;NA;NA;Fournisseur;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;UAS;0RDBA;Officielle;NA;NA;NA;BE;NA;NA;NA;240151411R;CABLAGE BOUCLIER AR;PIE;Renault;0M000;NA;Renault;NA;PCE Pièce, Unité;NA;NA;NA;EXT;0M000;Officielle;UAS;NA;---;NA;-;WAZ;NA;YAZAKI PARAGUAY S.R.L;LK;NA;Oui;NA;NA;Industrialisation - Capacitaire et Sourcings;Nouvelle industrialisation / Intégration locale;NA;NA;NA;--B;BE;--B;BE;NA; 0,400;Pesée pièce série;NA;NA;Plan de définition obligatoire;Renault;Plan;--F;10;NA;91 - SYSTEMES DISTRIBUTION ELECTRIQUE
8201482611;CABLAGE BOUCLIER AR;Validated; 2; 2;0,0000000;91;SYSTEMES DISTRIBUTION ELECTRIQUE;XHA;F16568;Fonction;CABLAGE BOUCLIER AR;Renault;8;Projet;HHA MY 2017 SSITPK;NA;NA;NA; 1;NA;0RDBA;NA; 1;Valide;NA;20/03/2017;F16568/AA;NA;NA;CABLAGE BOUCLIER AR;NA;NA;Fournisseur;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;ORU;0RDBA;Officielle;NA;NA;NA;BE;NA;NA;NA;240156962R;CABLAGE BOUCLIER AR;PIE;Renault;0RDBA;NA;Renault;NA;PCE Pièce, Unité;NA;NA;NA;EXT;0RDBA;Officielle;ORU;NA;---;NA;-;WAZ;NA;LEONI RUS OOO;EJ;NA;Oui;NA;NA;Design - Montée en Gamme - Teintes;Version dérivée ou série limitée;NA;NA;NA;--A;BE;--A;BE;NA; 0,400;Pesée pièce série;NA;NA;Plan de définition obligatoire;Renault;Plan;--F; 7;NA;91 - SYSTEMES DISTRIBUTION ELECTRIQUE
8201482630;CABLAGE PLAFONNIER;Validated; 5; 5;0,0000000;91;SYSTEMES DISTRIBUTION ELECTRIQUE;XHA;F10133;Fonction;CABLAGE PLAFONNIER;Renault;39;Projet;HHA CAREG ALEVA SANS E-CALL ULC4 SLBSCO;NA;NA;NA; 1;NA;0RDBA;NA; 1;Valide;NA;05/04/2018;F10133/AC;NA;NA;CABLAGE PLAFONNIER;NA;NA;Fournisseur;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;ORU;0RDBA;Officielle;NA;NA;NA;BE;NA;NA;NA;241603302R;CABLAGE PLAFONNIER;PIE;Renault;0RDBA;NA;Renault;NA;PCE Pièce, Unité;NA;NA;NA;EXT;0RDBA;Officielle;ORU;NA;---;NA;-;WAZ;NA;LEONI RUS OOO;0L;NA;Oui;NA;NA;Design - Montée en Gamme - Teintes;Nouvelle famille véhicule (hors Standardisation);NA;NA;NA;---;BE;---;BE;NA; 1,250;Pesée pièce série;NA;NA;Plan de définition obligatoire;Renault;Plan;--J; 9;NA;91 - SYSTEMES DISTRIBUTION ELECTRIQUE
8201503051;CABLAGE AR;Validated; 3; 3;0,0000000;91;SYSTEMES DISTRIBUTION ELECTRIQUE;X79;F12068;Fonction;CABLAGE AR;Renault;BR;Projet;U79;NA;NA;NA; 9;NA;0RDBA;NA; 1;Valide;NA;05/07/2019;F12068/AC;NA;NA;CABLAGE AR;NA;NA;Fournisseur;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;VUC,UAS;0RDBA;Officielle;NA;NA;NA;BE;NA;NA;NA;241634589R;CABLAGE AR;PIE;Renault;0RDBA;NA;Renault;NA;PCE Pièce, Unité;NA;NA;NA;EXT;0RDBA;Officielle;UAS,VUC;NA;---;NA;-;WAZ;NA;YAZAKI PARAGUAY S.R.L;8S;NA;Oui;NA;NA;Inducteurs Spécifiques;Evolution du process;NA;NA;NA;---;BE;---;BE;NA; 1,517;Pesée pièce proto;NA;NA;Plan de définition obligatoire;Renault;Plan;--G; 8;NA;91 - SYSTEMES DISTRIBUTION ELECTRIQUE
8201518421;CABLAGE MONOBLOC;Refused; 1; 4;0,2500000;91;SYSTEMES DISTRIBUTION ELECTRIQUE;X52;F19630;Fonction;CABLAGE MONOBLOC 1;Renault;DD;Projet;B52 RS MSU / F4R / ESS / CA02 /SDPSEC/RDAR01/BVM6/ALOUCC/SAUF PRUPTC;NA;NA;NA; 3;NA;RSPOR;NA; 1;Valide;NA;06/03/2015;F19630/AA;NA;NA;CABLAGE MONOBLOC 1;NA;NA;Fournisseur;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;UAS;RSPOR;Officielle;NA;NA;NA;BE;NA;NA;NA;240146605R;CABLAGE MONOBLOC;PIE;Renault;RSPOR;NA;Renault;NA;PCE Pièce, Unité;NA;NA;NA;EXT;RSPOR;Officielle;UAS;NA;---;NA;-;WAZ;NA;YAZAKI AUTOPARTS DO BRASIL L;1G;NA;Oui;NA;NA;Design - Montée en Gamme - Teintes;Version dérivée ou série limitée;NA;NA;NA;---;BE;---;BE;NA; 5,000;Pesée pièce série;NA;NA;Plan de définition obligatoire;Renault;Plan;--B; 2;Non partagé;91 - SYSTEMES DISTRIBUTION ELECTRIQUE
8201540182;CABLAGE PORTE AV D;Validated; 1; 1;0,0000000;91;SYSTEMES DISTRIBUTION ELECTRIQUE;X79;F16237;Fonction;CABLAGE PORTE AV D;Renault;53;Projet;H79 PH 2 DD;NA;NA;NA; 3;NA;0M000;NA; 1;Valide;NA;11/11/2016;F16237/AA;NA;NA;CABLAGE PORTE AV D;NA;NA;Fournisseur;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;MOP;0M000;Officielle;NA;NA;NA;BE;NA;NA;NA;241244500R;CABLAGE PORTE AV;PIE;Renault;0M000;NA;Renault;NA;PCE Pièce, Unité;NA;NA;NA;EXT;0M000;Officielle;MOP;NA;---;NA;-;WAZ;NA;SUMITOMO ELECTRIC WIRING SYS;9B;NA;Oui;NA;NA;Inducteurs Spécifiques;Raison Eco / LUP ECO;NA;NA;NA;---;BE;---;BE;NA; 0,285;Calculée;NA;NA;Plan de définition obligatoire;Renault;Plan;--C; 5;NA;91 - SYSTEMES DISTRIBUTION ELECTRIQUE
8201540183;CABLAGE PORTE AV G;Validated; 1; 1;0,0000000;91;SYSTEMES DISTRIBUTION ELECTRIQUE;X79;F16236;Fonction;CABLAGE PORTE AV G;Renault;65;Projet;H79 PH 2 DD;NA;NA;NA; 3;NA;0M000;NA; 1;Valide;NA;11/11/2016;F16236/AA;NA;NA;CABLAGE PORTE AV G;NA;NA;Fournisseur;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;MOP;0M000;Officielle;NA;NA;NA;BE;NA;NA;NA;241240622R;CABLAGE PORTE AV;PIE;Renault;0M000;NA;Renault;NA;PCE Pièce, Unité;NA;NA;NA;EXT;0M000;Officielle;MOP;NA;---;NA;-;WAZ;NA;SUMITOMO ELECTRIC WIRING SYS;CN;NA;Oui;NA;NA;Inducteurs Spécifiques;Raison Eco / LUP ECO;NA;NA;NA;---;BE;---;BE;NA; 0,319;Calculée;NA;NA;Plan de définition obligatoire;Renault;Plan;--D; 5;NA;91 - SYSTEMES DISTRIBUTION ELECTRIQUE
8201545976;PEI_H79PH2_IND_DRIVERDOOR_HARN;Validated; 3; 3;0,0000000;91;SYSTEMES DISTRIBUTION ELECTRIQUE;X79;F16237;Fonction;CABLAGE PORTE AV D;Renault;59;Projet;H79 INDIA RETROR LVAVEL;NA;NA;NA; 3;NA;0INDE;NA; 1;Valide;NA;31/08/2016;F16237/AA;NA;NA;CABLAGE PORTE AV D;NA;NA;Fournisseur;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;CHN;0INDE;Officielle;NA;NA;NA;BE;NA;NA;NA;241240454R;CABLAGE PORTE CONDUCTEUR;PIE;Renault;0INDE;NA;Renault;NA;PCE Pièce, Unité;NA;NA;NA;EXT;0INDE;Officielle;CHN;NA;---;NA;-;WAZ;NA;NISSAN MOTOR INDIA PRIVATE L;SV;NA;Oui;NA;NA;Design - Montée en Gamme - Teintes;Non définie;NA;NA;NA;--C;BE;--C;BE;NA; 0,495;Pesée pièce série;NA;NA;Plan de définition obligatoire;Renault;Plan;--F; 7;NA;91 - SYSTEMES DISTRIBUTION ELECTRIQUE
8201545978;PEI_H79PH2_IND_PASSDOOR_HARN;Refused; 1; 4;0,2500000;91;SYSTEMES DISTRIBUTION ELECTRIQUE;X79;F16236;Fonction;CABLAGE PORTE AV G;Renault;67;Projet;H79 INDIA GRADE WALK E0 & E1 PH3;NA;NA;NA; 3;NA;0INDE;NA; 1;Valide;NA;31/08/2016;F16236/AA;NA;NA;CABLAGE PORTE AV G;NA;NA;Fournisseur;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;CHN;0INDE;Officielle;NA;NA;NA;BE;NA;NA;NA;241255216R;CABLAGE PORTE PASSAGER;PIE;Renault;0INDE;NA;Renault;NA;PCE Pièce, Unité;NA;NA;NA;EXT;0INDE;Officielle;CHN;NA;---;NA;-;WAZ;NA;NISSAN MOTOR INDIA PRIVATE L;37;NA;Oui;NA;NA;Design - Montée en Gamme - Teintes;Non définie;NA;NA;NA;--C;BE;--C;BE;NA; 0,173;Pesée pièce série;NA;NA;Plan de définition obligatoire;Renault;Plan;--F; 8;NA;91 - SYSTEMES DISTRIBUTION ELECTRIQUE
8201549056;PEI_H79PH2_IND_ROOF_HARN;Validated; 3; 3;0,0000000;91;SYSTEMES DISTRIBUTION ELECTRIQUE;X79;F10133;Fonction;CABLAGE PLAFONNIER;Renault;31;Projet;H79 INDIA SRADIO;NA;NA;NA; 3;NA;0INDE;NA; 1;Valide;NA;31/08/2016;F10133/AC;NA;NA;CABLAGE PLAFONNIER;NA;NA;Fournisseur;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;CHN;0INDE;Officielle;NA;NA;NA;BE;NA;NA;NA;241601381R;CABLAGE PLAFONNIER;PIE;Renault;0INDE;NA;Renault;NA;PCE Pièce, Unité;NA;NA;NA;EXT;0INDE;Officielle;CHN;NA;---;NA;-;WAZ;NA;NISSAN MOTOR INDIA PRIVATE L;RB;NA;Oui;NA;NA;Design - Montée en Gamme - Teintes;Montée en gamme / Nouvelle teinte;NA;NA;NA;--B;BE;--B;BE;NA; 0,030;Pesée pièce série;NA;NA;Plan de définition obligatoire;Renault;Plan;--E; 6;NA;91 - SYSTEMES DISTRIBUTION ELECTRIQUE
8201554331;GARNITURE PAVILLON;Validated; 6; 6;0,0000000;62;HABILLAGE INTERIEUR;X52;F10362;Fonction;GARNITURE DE PAVILLON;Renault;1;Projet;B52 / E0;NA;NA;NA; 3;NA;0M000;NA; 1;Valide;NA;23/07/2014;F10362/AE;NA;NA;GARNITURE DE PAVILLON NUE;NA;NA;Fournisseur;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;MOP;0M000;Officielle;NA;NA;NA;BE;NA;NA;NA;8201554331;GARNITURE PAVILLON;PIE;Renault;0M000;NA;Renault;NA;PCE Pièce, Unité;NA;NA;NA;EXT;0M000;Officielle;MOP;NA;R--;NA;-;320;NA;EURO AUTO PLASTIC SYSTEMS SR;RY;NA;Oui;NA;NA;Industrialisation - Capacitaire et Sourcings;Nouvelle industrialisation / Intégration locale;NA;NA;NA;--E;BE;--E;BE;NA; 1,460;Calculée;NA;NA;Plan et Num 3D obligatoires;Renault;Plan;--F;17;NA;62 - HABILLAGE INTERIEUR
8201554341;GARNITURE PAVILLON;Validated; 5; 5;0,0000000;62;HABILLAGE INTERIEUR;X52;F10362;Fonction;GARNITURE DE PAVILLON;Renault;10;Projet;L52 / E0/ DG;NA;NA;NA; 2;NA;0M000;NA; 1;Valide;NA;23/07/2014;F10362/AE;NA;NA;GARNITURE DE PAVILLON NUE;NA;NA;Fournisseur;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;RMA,MOP;0M000;Officielle;NA;NA;NA;BE;NA;NA;NA;8201554341;GARNITURE PAVILLON;PIE;Renault;0M000;NA;Renault;NA;PCE Pièce, Unité;NA;NA;NA;EXT;0M000;Officielle;MOP,RMA;NA;R--;NA;-;320;NA;EURO AUTO PLASTIC SYSTEMS SR;S9;NA;Oui;NA;NA;Industrialisation - Capacitaire et Sourcings;Nouvelle industrialisation / Intégration locale;NA;NA;NA;--E;BE;--E;BE;NA; 1,460;Calculée;NA;NA;Plan et Num 3D obligatoires;Renault;Plan;--E;10;NA;62 - HABILLAGE INTERIEUR
